NO LON-DEG LON-MIN LON-SEC LON-EW LAT-DEG LAT-MIN LAT-SEC LAT-NS CITY_NAME CNTRY_NAME POP
2007 32° 00' 00.0159" E 46° 58' 00.1127" N Mykolayiv Ukraine 510840
2008 46° 39' 32.9088" E 61° 15' 35.8815" N Kotlas Russia 59180
2009 29° 54' 18.3651" E 31° 12' 16.1782" N Alexandria Egypt 3811516
2010 38° 58' 12.0014" E 15° 19' 47.9893" N Asmara Eritrea 563930
2011 45° 20' 02.3976" E 15° 25' 15.5856" N Marib Yemen -999
2012 32° 32' 27.6123" E 46° 32' 16.8035" N Kherson Ukraine 320477
2013 34° 57' 50.4051" E 40° 33' 14.3999" N Corum Turkey 183418
2014 50° 00' 00.0158" E 15° 00' 00.0105" N Al-Mukalla Yemen 258132
2015 37° 28' 04.7977" E 12° 36' 00.0001" N Gonder Ethiopia 153914
2016 30° 56' 09.5908" E 31° 06' 32.4141" N Kafr-el-Sheikh Egypt -999
2017 66° 34' 48.0084" E 66° 34' 12.0105" N Salekhard Russia 38025
2018 27° 34' 32.0136" E 53° 53' 59.7769" N Minsk Belarus 1742124
2019 34° 48' 53.9902" E 39° 49' 04.7928" N Yozgat Turkey 87881
2020 65° 32' 00.0182" E 57° 09' 00.0001" N Tyumen Russia 519119
2021 46° 48' 00.0013" E 14° 33' 00.0110" N 'Ataq Yemen -999
2022 39° 10' 22.8156" E 21° 32' 34.8111" N Jeddah Saudi-Arabia 2867446
2023 25° 20' 00.0073" E 50° 43' 59.9985" N Kovel' Ukraine 66400
2024 31° 22' 48.0120" E 31° 02' 20.4073" N El-Mansura Egypt -999
2025 34° 06' 14.3907" E 44° 57' 43.2070" N Simferopol' Ukraine 358108
2026 60° 36' 36.4728" E 56° 50' 47.5693" N Sverdlovsk Russia 1287573
2027 45° 34' 26.4088" E 13° 58' 44.3929" N Al-Bayda Yemen 37821
2028 45° 02' 29.3977" E 12° 45' 58.4930" N Aden Yemen 550602
2029 26° 10' 00.1175" E 50° 40' 00.1090" N Rivne Ukraine 255106
2030 37° 52' 33.5869" E 40° 59' 02.4072" N Ordu Turkey 116788
2031 49° 10' 00.1319" E 11° 15' 32.9185" N Boosaaso Somalia -999
2032 30° 28' 19.2088" E 31° 01' 48.0073" N Damanhur Egypt 227943
2033 38° 23' 24.0156" E 40° 54' 46.8038" N Giresun Turkey 98864
2034 24° 02' 04.2659" E 49° 50' 14.3198" N L'viv Ukraine 717803
2035 42° 30' 28.7975" E 18° 13' 11.9858" N Abha Saudi-Arabia 210886
2036 56° 05' 45.6050" E 54° 49' 19.1889" N Ufa Russia 1033338
2037 55° 06' 25.2014" E 51° 46' 55.2145" N Orenburg Russia 550204
2038 51° 26' 52.7868" E 35° 46' 26.4037" N Tehran Iran 7153309
2039 36° 33' 46.8156" E 40° 18' 21.5859" N Tokat Turkey 129702
2040 22° 46' 44.4015" E 49° 47' 23.9926" N Przemysl Poland 67013
2041 30° 53' 59.9903" E 30° 35' 31.1966" N Shibin-el-Kom Egypt 56872
2042 47° 19' 00.1180" E 8° 25' 59.8695" N Laascaanood Somalia 60100
2043 42° 34' 15.4681" E 16° 50' 54.6789" N Jaizan Saudi-Arabia -999
2044 30° 50' 00.0037" E 29° 18' 59.9868" N El-Faiyum Egypt -999
2045 25° 36' 14.4051" E 49° 33' 03.6107" N Ternopil' Ukraine 235676
2046 37° 01' 04.7976" E 39° 44' 52.7854" N Sivas Turkey 264022
2047 43° 36' 10.8085" E 15° 41' 34.8107" N Hajjah Yemen 43549
2048 51° 21' 21.5940" E 51° 13' 22.7853" N Ural'sk Kazakhstan 200000
2049 47° 19' 59.8958" E 10° 34' 59.8728" N Ceerigaabo Somalia -999
2050 41° 37' 59.9712" E 41° 37' 59.9698" N Bat'umi Georgia 121806
2051 33° 13' 25.4438" E 28° 48' 26.0822" N Abu-Zenima Egypt -999
2052 45° 31' 59.8958" E 9° 31' 59.8945" N Burao Somalia 99270
2053 44° 12' 34.2118" E 15° 21' 41.1950" N Sanaa Yemen 1937451
2054 33° 37' 00.1247" E 28° 13' 59.8695" N El-Tur Egypt -999
2055 47° 15' 00.0015" E 56° 09' 00.0035" N Ceboksary Russia 446781
2056 26° 59' 56.4049" E 49° 25' 01.2069" N Khmel'nyts'kyz Ukraine 398346
2057 41° 49' 04.7868" E 41° 10' 58.8038" N Coruh Turkey -999
2058 42° 56' 45.6082" E 14° 47' 42.0034" N Al-Hudaydah Yemen 617871
2059 48° 28' 55.2052" E 8° 24' 18.0037" N Garoowe Somalia -999
2060 44° 23' 34.8155" E 14° 33' 00.0110" N Dhamar Yemen -999
2061 30° 59' 45.6012" E 30° 46' 44.4038" N Tanta Egypt 404901
2062 49° 08' 43.6680" E 55° 43' 58.8466" N Kazan' Russia 1104738
2063 40° 31' 22.8154" E 41° 01' 12.0071" N Rize Turkey 92772
2064 47° 25' 26.3906" E 6° 46' 22.8144" N Gaalkacyo Somalia 61200
2065 24° 42' 59.9915" E 48° 54' 59.9942" N Ivano-frankivs'k Ukraine 204200
2066 39° 28' 26.4014" E 13° 29' 45.6145" N Mek'ele Ethiopia -999
2067 39° 43' 04.7980" E 41° 00' 03.6106" N Trabzon Turkey 244083
2068 48° 21' 43.2160" E 54° 18' 18.0036" N Ul'yanovsk Russia 640680
2069 25° 56' 42.0084" E 48° 16' 55.2107" N Chernivtsi Ukraine 236250
2070 46° 30' 28.8155" E 5° 44' 31.1997" N Dhuusa-Mareeb Somalia -999
2071 45° 10' 01.2155" E 54° 11' 09.6109" N Saransk Russia 303394
2072 44° 10' 44.4084" E 13° 58' 04.8000" N Ibb Yemen 234837
2073 22° 53' 06.0083" E 47° 47' 31.1930" N Satu-Mare Romania 112490
2074 65° 28' 58.8050" E 44° 52' 01.1926" N Kyzylorda Kazakhstan 300000
2075 43° 06' 00.0050" E 11° 30' 00.0073" N Djibouti Djibouti 623891
2076 45° 11' 59.9938" E 4° 44' 02.4003" N Beledweyne Somalia 55410
2077 44° 00' 54.0158" E 13° 34' 12.0073" N Ta'izz Yemen 615222
2078 39° 29' 02.3979" E 40° 27' 50.4001" N Gumushane Turkey 32250
2079 23° 35' 27.5944" E 47° 39' 14.4039" N Baia-Mare Romania 136553
2080 65° 19' 59.8958" E 40° 04' 00.1346" N Navoi Uzbekistan 129725
2081 23° 03' 46.8155" E 47° 10' 30.0108" N Zalau Romania 63232
2082 44° 54' 00.0050" E 13° 01' 59.8656" N Lahij Yemen 23375
2083 64° 25' 19.2015" E 39° 45' 57.5853" N Bukhara Uzbekistan 247644
2084 66° 56' 52.8123" E 39° 39' 28.7856" N Samarkand Uzbekistan 319366
2085 43° 17' 27.5975" E 11° 58' 01.2109" N Obock Djibouti 17776
2086 39° 40' 59.8955" E 11° 04' 59.8869" N Dese Ethiopia 136056
2087 45° 30' 00.0160" E 2° 47' 59.9964" N Jawhar Somalia -999
2088 42° 54' 00.0119" E 11° 46' 59.8941" N Tadjoura Djibouti 22193
2089 23° 35' 59.9944" E 46° 46' 37.1854" N Cluj-Napoca Romania 316748
2090 23° 34' 48.0014" E 46° 04' 37.2109" N Alba-Lulia Romania 66085
2091 63° 34' 22.8122" E 39° 05' 16.7962" N Chardzhev Turkmenistan -999
2092 42° 07' 59.8888" E 9° 17' 59.9894" N Harar Ethiopia -999
2093 45° 20' 38.9124" E 2° 02' 28.2229" N Mogadishu Somalia 2587183
2094 42° 42' 43.2088" E 11° 09' 07.1964" N Ali-Sabieh Djibouti 40074
2095 22° 55' 00.0242" E 45° 52' 59.9626" N Deva Romania 67802
2096 42° 22' 19.2013" E 11° 06' 14.4070" N Dikhil Djibouti 12043
2097 51° 40' 44.3980" E 32° 39' 03.6037" N Esfahan Iran 1547164
2098 65° 45' 00.0155" E 38° 52' 59.8906" N Karshi Uzbekistan 222898
2099 24° 08' 34.8160" E 45° 47' 13.1858" N Sibiu Romania 151894
2100 44° 03' 36.0157" E 9° 33' 39.5894" N Hargeysa Somalia 477876
2101 50° 51' 14.3870" E 32° 19' 15.5927" N Shahr-E-Kord Iran 129153
2102 67° 14' 59.9940" E 37° 15' 00.0039" N Termez Uzbekistan 140385
2103 39° 58' 30.0120" E 7° 00' 21.5858" N Goba Ethiopia 34369
2104 54° 21' 39.5978" E 31° 53' 49.1966" N Yazd Iran 477905
2105 67° 06' 36.0119" E 36° 42' 14.3928" N Mazar-E-Sharif Afghanistan 303282
2106 51° 35' 38.4122" E 30° 39' 32.4146" N Yasuj Iran -999
2107 34° 38' 45.6158" E 2° 31' 58.7853" N Moroto Uganda -999
2108 52° 31' 51.6084" E 29° 36' 07.1965" N Shiraz Iran 1249942
2109 65° 44' 38.4050" E 36° 39' 43.2145" N Sheberghan Afghanistan 55641
2110 34° 10' 01.1905" E 1° 04' 51.5962" N Mbale Uganda 76493
2111 64° 46' 33.5902" E 35° 55' 11.9963" N Meymaneh Afghanistan -999
2112 47° 58' 26.5491" E 29° 23' 09.3050" N Kuwait Kuwait 60064
2113 34° 44' 31.1939" E 0° 16' 51.5927" N Kakamega Kenya 63426
2114 47° 59' 59.9905" E 29° 20' 00.0238" N Hawalli Kuwait 0
2115 48° 04' 04.8049" E 29° 05' 49.1999" N Al-Ahmadi Kuwait -999
2116 63° 07' 59.8779" E 34° 58' 58.8002" N Qal-eh-ye Afghanistan -999
2117 37° 43' 47.9942" E 10° 20' 02.3929" N Debre-Markos Ethiopia 59920
2118 50° 49' 58.7976" E 28° 55' 19.2144" N Bushehr Iran -999
2119 65° 15' 00.0014" E 34° 31' 00.1237" N Chaghcharan Afghanistan -999
2120 36° 32' 24.0016" E 9° 05' 13.2110" N Nek'emte Ethiopia -999
2121 50° 04' 59.8780" E 26° 19' 59.8726" N Ad-Damman Saudi-Arabia -999
2122 50° 36' 57.6016" E 26° 15' 43.1999" N Al-Muharraq Bahrain 97458
2123 38° 42' 00.0014" E 9° 01' 47.9894" N Addis-Ababa Ethiopia 2757729
2124 62° 11' 13.2118" E 34° 20' 41.9963" N Herat Afghanistan -999
2125 50° 35' 00.0219" E 26° 13' 00.0013" N Manama Bahrain 147074
2126 57° 04' 01.2087" E 30° 16' 47.9856" N Kerman Iran 577514
2127 50° 32' 16.3367" E 26° 12' 57.4414" N Jidd-Hafs Bahrain 31735
2128 35° 32' 13.2155" E 8° 08' 56.3856" N Gore Ethiopia 9352
2129 60° 52' 22.8119" E 29° 30' 00.0072" N Zahedan Iran 551980
2130 50° 32' 56.4157" E 26° 07' 15.5891" N Ar-Rifa Bahrain -999
2131 39° 08' 24.0051" E 7° 56' 59.9889" N Asela Ethiopia -999
2132 50° 36' 49.8575" E 26° 06' 00.0002" N Sitrah Bahrain 37657
2133 36° 50' 16.7980" E 7° 40' 40.7966" N Jima Ethiopia 128306
2134 56° 16' 26.4122" E 27° 11' 42.0434" N Bandar-E-Abbas Iran -999
2135 38° 28' 37.1943" E 7° 03' 35.9857" N Awasa Ethiopia 133097
2136 46° 46' 12.0119" E 24° 39' 00.0035" N Riyadh Saudi-Arabia 4205961
2137 56° 18' 03.6771" E 26° 11' 32.9749" N Al-Kasab Oman -999
2138 37° 32' 59.9940" E 6° 01' 59.8907" N Arba-Minch Ethiopia 69622
2139 46° 25' 22.7975" E 33° 38' 20.4108" N Ilam Iran 140940
2140 43° 52' 00.1286" E 4° 10' 59.8761" N Xuddur Somalia -999
2141 56° 20' 59.9974" E 25° 07' 08.4001" N Fujairad United-Arab-Emirates 62415
2142 42° 13' 37.2052" E 3° 19' 37.2110" N Garbahaarey Somalia 12652
2143 48° 21' 10.8160" E 33° 29' 02.3854" N Khorramabad Iran 329825
2144 67° 01' 40.8156" E 24° 53' 34.8035" N Karachi Pakistan 11624219
2145 43° 29' 59.9906" E 3° 07' 59.8656" N Baydhabo Somalia -999
2146 45° 49' 08.4012" E 32° 30' 07.1894" N Al-Kut Iraq 315162
2147 47° 09' 03.6011" E 31° 50' 13.1856" N Al-'Amarah Iraq 323302
2148 58° 35' 16.8088" E 23° 36' 25.2000" N Muscat Oman 797000
2149 44° 49' 59.8886" E 1° 47' 59.9998" N Marka Somalia -999
2150 65° 52' 00.1143" E 32° 37' 59.8730" N Tarin-Kowt Afghanistan -999
2151 40° 02' 49.2118" E 1° 44' 52.7929" N Wajir Kenya 45771
2152 48° 41' 02.3907" E 31° 19' 01.2107" N Ahvaz Iran 841145
2153 62° 06' 57.6085" E 32° 22' 29.9926" N Farah Afghanistan 43561
2154 66° 53' 59.9907" E 32° 06' 17.9926" N Qalat Afghanistan -999
2155 42° 34' 59.8884" E 1° 04' 59.8907" N Bu'aale Somalia -999
2156 45° 16' 55.1907" E 31° 18' 53.9856" N As-Samawah Iraq 152890
2157 65° 42' 00.0016" E 31° 36' 39.5890" N Kandahar Afghanistan 391190
2158 10° 24' 43.2047" E 63° 24' 57.5930" N Trondheim Norway 147139
2159 46° 15' 21.6154" E 31° 02' 34.7926" N An-Nasiriyah Iraq 400249
2160 64° 21' 35.9976" E 31° 34' 58.7926" N Lashkar-Gah Afghanistan -999
2161 47° 45' 39.1224" E 30° 30' 12.5745" N Al-Basrah Iraq 2600000
2162 7° 09' 50.4015" E 62° 44' 09.6110" N Molde Norway 18594
2163 47° 41' 45.6157" E 29° 19' 55.1965" N Al-Jahrah Kuwait -999
2164 5° 29' 26.4639" E 60° 21' 00.0146" N Bergen Norway 213585
2165 61° 53' 13.1903" E 31° 06' 43.2036" N Zaranj Afghanistan -999
2166 8° 15' 14.3978" E 56° 05' 02.4142" N Ringkobing Denmark 9315
2167 8° 51' 28.7941" E 53° 04' 48.0075" N Bremen Germany 546501
2168 55° 57' 39.0215" E 25° 47' 20.3857" N Ra's-Al-Khaymah United-Arab-Emirates 115949
2169 67° 01' 04.7869" E 30° 12' 32.4144" N Quetta Pakistan 733675
2170 9° 43' 44.4016" E 52° 23' 09.6108" N Hannover Germany 515140
2171 55° 33' 44.8354" E 25° 34' 41.9989" N Umm-Al-Qaywayn United-Arab-Emirates 44411
2172 74° 48' 14.4157" E 34° 04' 51.6075" N Srinagar India 20216
2173 55° 26' 27.9218" E 25° 24' 10.2958" N Ajman United-Arab-Emirates 226172
2174 11° 02' 09.5939" E 50° 58' 33.5999" N Erfurt Germany 203254
2175 74° 52' 17.6103" E 31° 37' 51.1929" N Amritsar India 1092450
2176 55° 24' 39.6083" E 25° 22' 19.1966" N Sharjah United-Arab-Emirates 543733
2177 8° 40' 05.3807" E 50° 07' 48.0001" N Frankfurt Germany 650000
2178 74° 20' 27.5980" E 31° 32' 42.0003" N Lahore Pakistan 6310888
2179 2° 18' 07.2083" E 49° 53' 16.7965" N Amiens France 143086
2180 51° 31' 56.4075" E 25° 17' 03.6849" N Doha Qatar 344939
2181 77° 09' 57.6016" E 31° 06' 14.4001" N Simla India 173503
2182 1° 04' 37.2122" E 49° 25' 55.1859" N Rouen France 112787
2183 55° 19' 44.4120" E 25° 16' 15.6039" N Dubai United-Arab-Emirates 1137347
2184 76° 47' 02.4159" E 30° 44' 16.7892" N Chandigarh India 914371
2185 0° 07' 06.3529" E 49° 30' 08.0351" N Le-Havre France 185972
2186 54° 22' 15.5943" E 24° 28' 33.6144" N Abu-Dhabi United-Arab-Emirates 603492
2187 77° 12' 59.9812" E 28° 39' 59.9941" N Delhi India 10927986
2188 2° 25' 58.7904" E 48° 52' 55.1894" N Paris France 2138551
2189 45° 41' 02.4015" E 43° 18' 39.5891" N Groznyy Russia 226100
2190 75° 48' 03.5906" E 26° 54' 17.9856" N Jaipur India 2711758
2191 9° 10' 55.1940" E 48° 47' 23.9967" N Stuttgart Germany 589793
2192 47° 30' 39.6015" E 42° 58' 33.5963" N Machackala Russia 497959
2193 77° 24' 43.1905" E 23° 13' 47.9961" N Bhopal India 1599914
2194 1° 54' 21.6086" E 47° 54' 50.4074" N Orleans France 124149
2195 49° 48' 57.5975" E 40° 19' 26.3858" N Baku Azerbaijan 1116513
2196 77° 13' 00.3047" E 28° 34' 07.4172" N New-Delhi India 317797
2197 0° 20' 24.0086" E 46° 35' 05.9963" N Poitiers France 85960
2198 52° 57' 28.7939" E 40° 01' 29.9929" N Turkmenbashi Turkmenistan 68292
2199 1° 15' 07.1978" E 45° 49' 51.5893" N Limoges France 141176
2200 48° 30' 32.4051" E 34° 47' 34.8035" N Hamadan Iran 528256
2201 68° 25' 00.1355" E 32° 51' 00.0003" N Zareh-Sharan Afghanistan 7366
2202 2° 20' 59.9976" E 51° 02' 59.9927" N Dunkirk France -999
2203 49° 41' 59.9943" E 34° 04' 59.9991" N Arak Iran 503647
2204 73° 03' 37.9524" E 33° 43' 05.3687" N Islamabad Pakistan 601600
2205 5° 34' 08.4086" E 50° 37' 22.8072" N Liege Belgium 182597
2206 51° 08' 30.2474" E 43° 41' 25.6379" N Mangyshlak Kazakhstan -999
2207 4° 52' 04.8049" E 50° 27' 53.9929" N Namur Belgium 106284
2208 73° 02' 37.4942" E 33° 36' 20.8872" N Rawalpindi Pakistan 1743101
2209 3° 56' 20.4122" E 50° 26' 45.5964" N Mons Belgium 91277
2210 45° 24' 50.4015" E 39° 13' 12.0070" N Naxcivian Azerbaijan 64754
2211 4° 01' 48.0085" E 49° 14' 16.8038" N Reims France 196565
2212 69° 13' 26.4159" E 33° 35' 52.7963" N Gardez Afghanistan 103601
2213 68° 25' 11.9943" E 33° 33' 07.1999" N Ghazni Afghanistan 141000
2214 46° 17' 23.9908" E 38° 04' 51.5926" N Tabriz Iran 1424641
2215 5° 02' 09.6156" E 47° 19' 04.8146" N Dijon France 149782
2216 73° 05' 00.4429" E 31° 24' 32.2415" N Faisalabad Pakistan 2506595
2217 45° 04' 19.2011" E 37° 32' 13.2073" N Orumiyeh Iran -999
2218 68° 21' 59.3114" E 25° 22' 48.6483" N Hyderabad Pakistan 1386330
2219 3° 05' 27.5866" E 45° 47' 02.3964" N Clermont-Ferrand France 138681
2220 49° 35' 34.7904" E 37° 16' 26.4143" N Rasht Iran 594590
2221 48° 29' 05.9941" E 36° 40' 15.6145" N Zanjan Iran 357471
2222 72° 39' 59.9990" E 23° 12' 00.0073" N Gandhinagar India -999
2223 4° 51' 17.9868" E 45° 44' 49.2000" N Lyon France 472317
2224 45° 27' 14.3868" E 35° 33' 32.4000" N As-Sulaymaniyah Iraq 723170
2225 72° 34' 00.7153" E 23° 02' 23.2548" N Ahmadabad India 3719710
2226 4° 07' 59.8958" E 51° 56' 59.9931" N Europoort Netherlands -999
2227 46° 59' 38.4155" E 35° 19' 08.3895" N Sanandaj Iran 349176
2228 76° 54' 45.4444" E 43° 15' 18.2232" N Almaty Kazakhstan 2000900
2229 74° 46' 12.0087" E 42° 52' 47.9853" N Bishkek Kyrgyzstan 900000
2230 5° 18' 59.9771" E 51° 41' 00.0134" N 's-Hertogenbosch Netherlands 134520
2231 47° 03' 25.2160" E 34° 18' 28.7999" N Kermanshah Iran 621100
2232 3° 36' 35.9977" E 51° 30' 07.1859" N Middelburg Netherlands 46485
2233 78° 23' 24.0012" E 42° 28' 48.0003" N Karakol Kyrgyzstan 70171
2234 59° 37' 00.1284" E 42° 28' 00.1128" N Nukus Uzbekistan 230006
2235 59° 57' 25.2051" E 41° 50' 02.3930" N Dashkhovuz Turkmenistan -999
2236 75° 59' 52.7943" E 41° 25' 30.0073" N Naryn Kyrgyzstan -999
2237 3° 13' 12.0086" E 51° 12' 36.0000" N Bruges Belgium 12650
2238 60° 40' 59.8851" E 41° 34' 59.8910" N Urgench Uzbekistan 150110
2239 71° 40' 47.9870" E 40° 59' 56.3855" N Namangan Uzbekistan 432456
2240 4° 25' 33.6088" E 51° 12' 25.2105" N Antwerpen Belgium 459805
2241 58° 23' 24.4948" E 37° 57' 01.5010" N Ashgabat Turkmenistan 727700
2242 72° 20' 41.9908" E 40° 47' 38.4105" N Andizhan Uzbekistan 318419
2243 3° 44' 09.5975" E 51° 02' 52.7998" N Gent Belgium 231493
2244 61° 50' 20.4015" E 37° 35' 27.6072" N Mary Turkmenistan 114680
2245 72° 47' 56.4085" E 40° 31' 26.4105" N Osh Kyrgyzstan 200000
2246 5° 29' 02.3906" E 50° 57' 50.4111" N Hasselt Belgium 69222
2247 59° 35' 49.2048" E 36° 17' 23.9925" N Mashhad Iran 2307177
2248 3° 03' 46.7908" E 50° 37' 55.2071" N Lille France 228328
2249 71° 47' 09.5944" E 40° 23' 09.5892" N Fergana Uzbekistan 164322
2250 4° 22' 04.7908" E 50° 50' 13.2143" N Brussels Belgium 1019022
2251 75° 59' 59.9866" E 39° 28' 48.0105" N Kashi China 274717
2252 4° 37' 55.2118" E 52° 23' 13.2073" N Haarlem Netherlands 147590
2253 70° 28' 00.1104" E 34° 25' 59.8725" N Jalabad Afghanistan 200331
2254 68° 54' 00.0155" E 38° 37' 47.9926" N Dushanbe Tajikistan 543107
2255 69° 46' 51.5872" E 37° 54' 43.1854" N Kulob Tajikistan 78786
2256 4° 53' 41.4216" E 52° 22' 22.9547" N Amsterdam Netherlands 741636
2257 68° 47' 59.9870" E 37° 50' 00.0094" N Qurghonteppa Tajikistan 65000
2258 5° 06' 43.2014" E 52° 06' 00.0038" N Utrecht Netherlands 290529
2259 4° 16' 51.6120" E 52° 04' 33.5928" N The-Hague Netherlands 474292
2260 70° 34' 44.3977" E 37° 07' 15.6147" N Feyzabad Afghanistan 40276
2261 4° 29' 06.5416" E 51° 55' 32.1242" N Rotterdam Netherlands 598199
2262 69° 32' 24.0123" E 36° 43' 47.9962" N Taloqan Afghanistan 64256
2263 6° 34' 30.0157" E 53° 13' 08.3925" N Groningen Netherlands 181194
2264 68° 51' 35.9974" E 36° 43' 37.2074" N Konduz Afghanistan 161902
2265 5° 47' 13.2010" E 53° 11' 56.4002" N Leeuwarden Netherlands 91424
2266 71° 09' 00.0157" E 34° 51' 57.5998" N Asadabad Afghanistan 59617
2267 6° 33' 00.0087" E 53° 00' 00.0036" N Assen Netherlands 62237
2268 71° 32' 41.9867" E 34° 00' 14.3930" N Peshawar Pakistan 1218773
2269 68° 02' 24.0010" E 36° 15' 39.6002" N Aybak Afghanistan -999
2270 6° 05' 49.1869" E 52° 31' 26.4000" N Zwolle Netherlands 111805
2271 68° 42' 10.8118" E 36° 07' 55.2110" N Baghlan Afghanistan 108449
2272 5° 55' 22.7978" E 51° 59' 16.7854" N Arnhem Netherlands 141674
2273 6° 46' 31.0775" E 51° 29' 21.5986" N Duisburg Germany 504358
2274 69° 19' 59.8815" E 35° 01' 00.1056" N Mahmud-E-Eraqi Afghanistan -999
2275 69° 10' 12.0154" E 35° 00' 50.3855" N Charikar Afghanistan 53676
2276 6° 47' 52.7906" E 51° 14' 27.5859" N Dusseldorf Germany 573057
2277 67° 48' 39.6156" E 34° 49' 12.0035" N Bamian Afghanistan -999
2278 70° 10' 00.1210" E 34° 38' 59.9997" N Mehtar-Lam Afghanistan 17345
2279 5° 40' 37.2083" E 50° 51' 10.7891" N Maastricht Netherlands 122378
2280 7° 27' 59.1059" E 51° 30' 49.7266" N Dortmund Germany 588462
2281 69° 08' 12.3299" E 34° 31' 51.2829" N Kabul Afghanistan 3043532
2282 7° 07' 20.7781" E 51° 21' 14.5623" N Essen Germany 593085
2283 68° 47' 59.9870" E 34° 27' 00.0072" N Mayda-Shahr Afghanistan -999
2284 68° 58' 00.1319" E 33° 58' 00.1272" N Baraki-Barak Afghanistan 22305
2285 6° 56' 05.5299" E 50° 56' 32.4566" N Cologne Germany 963395
2286 69° 00' 00.0123" E 39° 45' 00.0105" N Leninobod Tajikistan 144865
2287 7° 05' 59.3570" E 50° 44' 04.4052" N Bonn Germany 313125
2288 72° 14' 13.1904" E 42° 30' 54.0037" N Talas Kyrgyzstan 35172
2289 69° 34' 22.7906" E 42° 18' 10.7890" N Shymkent Kazakhstan 414032
2290 8° 34' 59.8811" E 53° 33' 00.0001" N Bremerhaven Germany 117446
2291 10° 12' 45.9984" E 56° 09' 17.3050" N Arhus Denmark 237551
2292 69° 20' 59.5295" E 41° 14' 52.5697" N Tashkent Uzbekistan 1978028
2293 9° 32' 05.9868" E 55° 42' 32.4033" N Vejle Denmark 51177
2294 68° 46' 59.8851" E 40° 31' 00.1342" N Gulistan Uzbekistan 53373
2295 10° 23' 31.2123" E 55° 23' 56.3853" N Odense Denmark 145931
2296 67° 50' 31.2015" E 40° 05' 56.3858" N Dzhizak Uzbekistan 152642
2297 8° 46' 59.8742" E 55° 19' 59.8653" N Ribe Denmark 7983
2298 71° 22' 15.5976" E 42° 53' 20.3853" N Dzhambul Kazakhstan 358153
2299 9° 24' 50.4011" E 55° 02' 52.7855" N Abenra Denmark 16344
2300 87° 35' 13.2051" E 43° 46' 58.8073" N Urumqi China 1508225
2301 10° 07' 15.6159" E 54° 19' 29.9965" N Kiel Germany 232758
2302 81° 37' 12.0050" E 28° 03' 50.3929" N Nepalganj Nepal -999
2303 10° 01' 40.7939" E 53° 34' 15.5894" N Hamburg Germany 1739117
2304 83° 22' 59.8774" E 27° 31' 59.8944" N Bhairawa Nepal 63367
2305 6° 01' 04.8122" E 47° 14' 52.8071" N Besancon France 128426
2306 6° 55' 22.7944" E 46° 59' 56.3966" N Neuchatel Switzerland 31270
2307 80° 55' 11.9978" E 26° 50' 56.3927" N Lucknow India 2472011
2308 7° 08' 59.9869" E 46° 47' 59.9999" N Fribourg Switzerland 32827
2309 80° 19' 04.3084" E 26° 27' 28.1916" N Kanpur India 2823249
2310 6° 37' 22.8050" E 46° 31' 29.9854" N Lausanne Switzerland 116751
2311 82° 57' 22.8217" E 25° 16' 55.2290" N Varanasi India 1164404
2312 7° 21' 14.3975" E 46° 14' 20.4106" N Sion Switzerland 28045
2313 6° 08' 02.4155" E 46° 12' 07.2142" N Geneva Switzerland 183981
2314 82° 13' 00.1250" E 29° 15' 00.0002" N Jumla Nepal 9073
2315 7° 18' 54.0087" E 45° 44' 13.2035" N Aosta Italy 34062
2316 7° 39' 59.1312" E 45° 04' 29.5358" N Turin Italy 865263
2317 80° 36' 00.0155" E 29° 18' 00.0147" N Dandeldhura Nepal -999
2318 7° 34' 33.6087" E 47° 32' 49.2000" N Basel Switzerland 164488
2319 80° 35' 34.8085" E 28° 41' 41.9891" N Dhangarhi Nepal 92294
2320 7° 44' 13.2119" E 47° 28' 58.8037" N Liestal Switzerland 12832
2321 82° 10' 59.8883" E 28° 20' 59.9999" N Sallyan Nepal -999
2322 83° 34' 59.8706" E 28° 16' 00.1055" N Baglung Nepal 23296
2323 8° 02' 02.4124" E 47° 23' 24.0144" N Aarau Switzerland 15501
2324 83° 58' 19.1939" E 28° 15' 50.3854" N Pokhara Nepal 200000
2325 85° 18' 46.6324" E 27° 42' 43.2610" N Kathmandu Nepal 1442271
2326 7° 20' 41.9975" E 47° 22' 11.9893" N Delemont Switzerland 11315
2327 85° 07' 48.0048" E 27° 33' 03.5929" N Bhimphedi Nepal -999
2328 7° 32' 13.1872" E 47° 12' 43.2072" N Solothurn Switzerland 14853
2329 86° 05' 13.1938" E 27° 19' 33.5928" N Ramechhap Nepal -999
2330 8° 18' 10.8159" E 47° 03' 28.8111" N Luzern Switzerland 57066
2331 86° 43' 59.8705" E 26° 31' 59.8657" N Rajbiraj Nepal 33061
2332 8° 22' 59.8885" E 46° 57' 00.0107" N Stans Switzerland 7475
2333 85° 08' 05.9872" E 25° 36' 50.4002" N Patna India 1599920
2334 88° 38' 20.4086" E 24° 21' 28.7854" N Rajshahi Bangladesh 700133
2335 7° 26' 45.5903" E 46° 56' 52.7856" N Bern Switzerland 121631
2336 8° 14' 34.8049" E 46° 53' 56.3997" N Sarnen Switzerland 9410
2337 89° 33' 28.8047" E 22° 50' 34.7964" N Khulna Bangladesh 1342339
2338 8° 14' 27.6119" E 50° 04' 26.4072" N Wiesbaden Germany 272432
