ID,CITY_NAME,CNTRY_NAME,STATUS,FIPS_CNTRY,POP,POP_RANK,POP_CLASS
2263,Groningen,Netherlands,Provincial capital,NL,181194,5,100;000 to 249;999
2264,Konduz,Afghanistan,Provincial capital,AF,161902,5,100;000 to 249;999
2265,Leeuwarden,Netherlands,Provincial capital,NL,91424,6,50;000 to 99;999
2266,Asadabad,Afghanistan,Provincial capital,AF,59617,6,50;000 to 99;999
2267,Assen,Netherlands,Provincial capital,NL,62237,6,50;000 to 99;999
2268,Peshawar,Pakistan,Provincial capital,PK,1218773,2,1;000;000 to 4;999;999
2269,Aybak,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2270,Zwolle,Netherlands,Provincial capital,NL,111805,5,100;000 to 249;999
2271,Baghlan,Afghanistan,Provincial capital,AF,108449,5,100;000 to 249;999
2272,Arnhem,Netherlands,Provincial capital,NL,141674,5,100;000 to 249;999
2273,Duisburg,Germany,Other,GM,504358,3,500;000 to 999;999
2274,Mahmud-E Eraqi,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2275,Charikar,Afghanistan,Provincial capital,AF,53676,6,50;000 to 99;999
2276,Dusseldorf,Germany,Provincial capital,GM,573057,3,500;000 to 999;999
2277,Bamian,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2278,Mehtar Lam,Afghanistan,Provincial capital,AF,17345,7,Less than 50;000
2279,Maastricht,Netherlands,Provincial capital,NL,122378,5,100;000 to 249;999
2280,Dortmund,Germany,Other,GM,588462,3,500;000 to 999;999
2281,Kabul,Afghanistan,National and provincial capital,AF,3043532,2,1;000;000 to 4;999;999
2282,Essen,Germany,Other,GM,593085,3,500;000 to 999;999
2283,Mayda Shahr,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2284,Baraki Barak,Afghanistan,Provincial capital,AF,22305,7,Less than 50;000
2285,Cologne,Germany,Other,GM,963395,3,500;000 to 999;999
2286,Leninobod,Tajikistan,Provincial capital,TI,144865,5,100;000 to 249;999
2287,Bonn,Germany,Other,GM,313125,4,250;000 to 499;999
2288,Talas,Kyrgyzstan,Provincial capital,KG,35172,7,Less than 50;000
2289,Shymkent,Kazakhstan,Provincial capital,KZ,414032,4,250;000 to 499;999
2290,Bremerhaven,Germany,Other,GM,117446,5,100;000 to 249;999
2291,Arhus,Denmark,Provincial capital,DA,237551,5,100;000 to 249;999
2292,Tashkent,Uzbekistan,National and provincial capital,UZ,1978028,2,1;000;000 to 4;999;999
2293,Vejle,Denmark,Provincial capital,DA,51177,6,50;000 to 99;999
2294,Gulistan,Uzbekistan,Provincial capital,UZ,53373,6,50;000 to 99;999
2295,Odense,Denmark,Provincial capital,DA,145931,5,100;000 to 249;999
2296,Dzhizak,Uzbekistan,Provincial capital,UZ,152642,5,100;000 to 249;999
2297,Ribe,Denmark,Provincial capital,DA,7983,7,Less than 50;000
2298,Dzhambul,Kazakhstan,Provincial capital,KZ,358153,4,250;000 to 499;999
2299,Abenra,Denmark,Provincial capital,DA,16344,7,Less than 50;000
2300,Urumqi,China,Provincial capital,CH,1508225,2,1;000;000 to 4;999;999
2301,Kiel,Germany,Provincial capital,GM,232758,5,100;000 to 249;999
2302,Nepalganj,Nepal,Provincial capital,NP,-999,7,Less than 50;000
2303,Hamburg,Germany,Provincial capital,GM,1739117,2,1;000;000 to 4;999;999
2304,Bhairawa,Nepal,Provincial capital,NP,63367,6,50;000 to 99;999
2305,Besancon,France,Provincial capital,FR,128426,5,100;000 to 249;999
2306,Neuchatel,Switzerland,Provincial capital,SZ,31270,7,Less than 50;000
2307,Lucknow,India,Provincial capital,IN,2472011,2,1;000;000 to 4;999;999
2308,Fribourg,Switzerland,Provincial capital,SZ,32827,7,Less than 50;000
2309,Kanpur,India,Other,IN,2823249,2,1;000;000 to 4;999;999
2310,Lausanne,Switzerland,Provincial capital,SZ,116751,5,100;000 to 249;999
2311,Varanasi,India,Other,IN,1164404,2,1;000;000 to 4;999;999
2312,Sion,Switzerland,Provincial capital,SZ,28045,7,Less than 50;000
2313,Geneva,Switzerland,Provincial capital,SZ,183981,5,100;000 to 249;999
2314,Jumla,Nepal,Provincial capital,NP,9073,7,Less than 50;000
2315,Aosta,Italy,Provincial capital,IT,34062,7,Less than 50;000
2316,Turin,Italy,Other,IT,865263,3,500;000 to 999;999
2317,Dandeldhura,Nepal,Provincial capital,NP,-999,7,Less than 50;000
2318,Basel,Switzerland,Provincial capital,SZ,164488,5,100;000 to 249;999
2319,Dhangarhi,Nepal,Provincial capital,NP,92294,6,50;000 to 99;999
2320,Liestal,Switzerland,Provincial capital,SZ,12832,7,Less than 50;000
2321,Sallyan,Nepal,Provincial capital,NP,-999,7,Less than 50;000
2322,Baglung,Nepal,Provincial capital,NP,23296,7,Less than 50;000
2323,Aarau,Switzerland,Provincial capital,SZ,15501,7,Less than 50;000
2324,Pokhara,Nepal,Provincial capital,NP,200000,5,100;000 to 249;999
2325,Kathmandu,Nepal,National and provincial capital,NP,1442271,2,1;000;000 to 4;999;999
2326,Delemont,Switzerland,Provincial capital,SZ,11315,7,Less than 50;000
2327,Bhimphedi,Nepal,Provincial capital,NP,-999,7,Less than 50;000
2328,Solothurn,Switzerland,Provincial capital,SZ,14853,7,Less than 50;000
2329,Ramechhap,Nepal,Provincial capital,NP,-999,7,Less than 50;000
2330,Luzern,Switzerland,Provincial capital,SZ,57066,6,50;000 to 99;999
2331,Rajbiraj,Nepal,Provincial capital,NP,33061,7,Less than 50;000
2332,Stans,Switzerland,Provincial capital,SZ,7475,7,Less than 50;000
2333,Patna,India,Provincial capital,IN,1599920,2,1;000;000 to 4;999;999
2334,Rajshahi,Bangladesh,Provincial capital,BG,700133,3,500;000 to 999;999
2335,Bern,Switzerland,National and provincial capital,SZ,121631,5,100;000 to 249;999
2336,Sarnen,Switzerland,Provincial capital,SZ,9410,7,Less than 50;000
2337,Khulna,Bangladesh,Provincial capital,BG,1342339,2,1;000;000 to 4;999;999
2338,Wiesbaden,Germany,Provincial capital,GM,272432,4,250;000 to 499;999
2339,Kolkata,India,Provincial capital,IN,4631392,2,1;000;000 to 4;999;999
2340,Punakha,Bhutan,Provincial capital,BT,-999,7,Less than 50;000
2341,Mainz,Germany,Provincial capital,GM,184997,5,100;000 to 249;999
2342,Diekirch,Luxembourg,Provincial capital,LU,6242,7,Less than 50;000
2343,Grevenmacher,Luxembourg,Provincial capital,LU,3958,7,Less than 50;000
2344,Thimphu,Bhutan,National and provincial capital,BT,98676,6,50;000 to 99;999
2345,Arlon,Belgium,Provincial capital,BE,26179,7,Less than 50;000
2346,Wangdue Prodrang,Bhutan,Provincial capital,BT,-999,7,Less than 50;000
2347,Paro,Bhutan,Provincial capital,BT,2169,7,Less than 50;000
2348,Luxembourg,Luxembourg,National and provincial capital,LU,76684,6,50;000 to 99;999
2349,Gangtok,India,Provincial capital,IN,30700,7,Less than 50;000
2350,Saarbrucken,Germany,Provincial capital,GM,181227,5,100;000 to 249;999
2351,Ilam,Nepal,Provincial capital,NP,17491,7,Less than 50;000
2352,Nancy,France,Provincial capital,FR,105334,5,100;000 to 249;999
2353,Strasbourg,France,Provincial capital,FR,274845,4,250;000 to 499;999
2354,Biratnagar,Nepal,Provincial capital,NP,182324,5,100;000 to 249;999
2355,Saint Gallen,Switzerland,Provincial capital,SZ,70572,6,50;000 to 99;999
2356,Herisau,Switzerland,Provincial capital,SZ,15438,7,Less than 50;000
2357,Nagpur,India,Other,IN,2228018,2,1;000;000 to 4;999;999
2358,Appenzell,Switzerland,Provincial capital,SZ,5649,7,Less than 50;000
2359,Vaduz,Liechtenstein,National capital,LS,5197,7,Less than 50;000
2360,Bhubaneshwar,India,Provincial capital,IN,762243,3,500;000 to 999;999
2361,Chur,Switzerland,Provincial capital,SZ,32429,7,Less than 50;000
2362,Vishakhapatnam,India,Other,IN,1063178,2,1;000;000 to 4;999;999
2363,Bellinzona,Switzerland,Provincial capital,SZ,16572,7,Less than 50;000
2364,Chennai,India,Provincial capital,IN,4328063,2,1;000;000 to 4;999;999
2365,Pondicherry,India,Provincial capital,IN,227411,5,100;000 to 249;999
2366,Kavaratti,India,Provincial capital,IN,10688,7,Less than 50;000
2367,Trento,Italy,Provincial capital,IT,104946,5,100;000 to 249;999
2368,Madurai,India,Other,IN,909908,3,500;000 to 999;999
2369,Milan,Italy,Provincial capital,IT,1306661,2,1;000;000 to 4;999;999
2370,Schaffhausen,Switzerland,Provincial capital,SZ,33863,7,Less than 50;000
2371,Trivandrum,India,Provincial capital,IN,784153,3,500;000 to 999;999
2372,Frauenfeld,Switzerland,Provincial capital,SZ,21979,7,Less than 50;000
2373,Cochin,India,Other,IN,604696,3,500;000 to 999;999
2374,Bregenz,Austria,Provincial capital,AU,26928,7,Less than 50;000
2375,Daman,India,Provincial capital,IN,39737,7,Less than 50;000
2376,Zurich,Switzerland,Provincial capital,SZ,341730,4,250;000 to 499;999
2377,Zug,Switzerland,Provincial capital,SZ,23435,7,Less than 50;000
2378,Silvassa,India,Provincial capital,IN,27359,7,Less than 50;000
2379,Glarus,Switzerland,Provincial capital,SZ,5681,7,Less than 50;000
2380,Schwyz,Switzerland,Provincial capital,SZ,14177,7,Less than 50;000
2381,Mumbai,India,Provincial capital,IN,12691836,1,5;000;000 and greater
2382,Altdorf,Switzerland,Provincial capital,SZ,8678,7,Less than 50;000
2383,Pune,India,Other,IN,2935744,2,1;000;000 to 4;999;999
2384,Hyderabad,India,Provincial capital,IN,3597816,2,1;000;000 to 4;999;999
2385,Hermansverk,Norway,Provincial capital,NO,-999,7,Less than 50;000
2386,Panaji,India,Provincial capital,IN,65586,6,50;000 to 99;999
2387,Vossavangen,Norway,Provincial capital,NO,5571,7,Less than 50;000
2388,Stavanger,Norway,Provincial capital,NO,173132,5,100;000 to 249;999
2389,Bangalore,India,Other,IN,5104047,1,5;000;000 and greater
2390,Arendal,Norway,Provincial capital,NO,30916,7,Less than 50;000
2391,Mangalore,India,Other,IN,417387,4,250;000 to 499;999
2392,Kristiansand,Norway,Provincial capital,NO,63814,6,50;000 to 99;999
2393,Trincomalee,Sri Lanka,Provincial capital,CE,108420,5,100;000 to 249;999
2394,Alborg,Denmark,Provincial capital,DA,122219,5,100;000 to 249;999
2395,Anuradhapura,Sri Lanka,Provincial capital,CE,60943,6,50;000 to 99;999
2396,Viborg,Denmark,Provincial capital,DA,34831,7,Less than 50;000
2397,Puttalan,Sri Lanka,Provincial capital,CE,45661,7,Less than 50;000
2398,Drammen,Norway,Provincial capital,NO,90722,6,50;000 to 99;999
2399,Kandy,Sri Lanka,Provincial capital,CE,111701,5,100;000 to 249;999
2400,Lillehammer,Norway,Provincial capital,NO,19096,7,Less than 50;000
2401,Hamar,Norway,Provincial capital,NO,29479,7,Less than 50;000
2402,Badulla,Sri Lanka,Provincial capital,CE,42230,7,Less than 50;000
2403,Colombo,Sri Lanka,National and provincial capital,CE,648034,3,500;000 to 999;999
2404,Oslo,Norway,National and provincial capital,NO,580000,3,500;000 to 999;999
2405,Ratnapura,Sri Lanka,Provincial capital,CE,47832,7,Less than 50;000
2406,Moss,Norway,Provincial capital,NO,34492,7,Less than 50;000
2407,Galle,Sri Lanka,Provincial capital,CE,93118,6,50;000 to 99;999
2408,Tonsberg,Norway,Provincial capital,NO,44959,7,Less than 50;000
2409,Nakhom Phanom,Thailand,Provincial capital,TH,34595,7,Less than 50;000
2410,Skien,Norway,Provincial capital,NO,-999,7,Less than 50;000
2411,Vinh,Vietnam,Provincial capital,VM,-999,7,Less than 50;000
2412,Bodo,Norway,Provincial capital,NO,34073,7,Less than 50;000
2413,Ha Tinh,Vietnam,Provincial capital,VM,-999,7,Less than 50;000
2414,Steinkjer,Norway,Provincial capital,NO,11113,7,Less than 50;000
2415,Dong Hoi,Vietnam,Provincial capital,VM,31040,7,Less than 50;000
2416,Ostersund,Sweden,Provincial capital,SW,42940,7,Less than 50;000
2417,Muang Khammouan,Laos,Provincial capital,LA,26200,7,Less than 50;000
2418,Vaxjo,Sweden,Provincial capital,SW,59600,6,50;000 to 99;999
2419,Kalmar,Sweden,Provincial capital,SW,34744,7,Less than 50;000
2420,Sakon Nakhon,Thailand,Provincial capital,TH,76237,6,50;000 to 99;999
2421,Linkoping,Sweden,Provincial capital,SW,96732,6,50;000 to 99;999
2422,Koror,Palau,National and provincial capital,PS,-999,7,Less than 50;000
2423,Jonkoping,Sweden,Provincial capital,SW,83202,6,50;000 to 99;999
2424,Davao,Philippines,Other,RP,1212504,2,1;000;000 to 4;999;999
2425,Falun,Sweden,Provincial capital,SW,36477,7,Less than 50;000
2426,Baerum,Norway,Provincial capital,NO,-999,7,Less than 50;000
2427,Manado,Indonesia,Provincial capital,ID,451893,4,250;000 to 499;999
2428,Vasteras,Sweden,Provincial capital,SW,107194,5,100;000 to 249;999
2429,Hiroshima,Japan,Provincial capital,JA,62370,6,50;000 to 99;999
2430,Matsuyama,Japan,Provincial capital,JA,-999,7,Less than 50;000
2431,Karlstad,Sweden,Provincial capital,SW,59266,6,50;000 to 99;999
2432,Orebro,Sweden,Provincial capital,SW,98573,6,50;000 to 99;999
2433,Mariestad,Sweden,Provincial capital,SW,14891,7,Less than 50;000
2434,Luan Chau,Vietnam,Provincial capital,VM,-999,7,Less than 50;000
2435,Vannersborg,Sweden,Provincial capital,SW,-999,7,Less than 50;000
2436,Phongsali,Laos,Provincial capital,LA,-999,7,Less than 50;000
2437,Goteborg,Sweden,Provincial capital,SW,515252,3,500;000 to 999;999
2438,Son La,Vietnam,Provincial capital,VM,19054,7,Less than 50;000
2439,Halmstad,Sweden,Provincial capital,SW,55657,6,50;000 to 99;999
2440,Lulea,Sweden,Provincial capital,SW,45551,7,Less than 50;000
2441,Louang Namtha,Laos,Provincial capital,LA,3225,7,Less than 50;000
2442,Xam Nua,Laos,Provincial capital,LA,38992,7,Less than 50;000
2443,Umea,Sweden,Provincial capital,SW,74005,6,50;000 to 99;999
2444,Vaasa,Finland,Provincial capital,FI,-999,7,Less than 50;000
2445,Louangphrabang,Laos,Provincial capital,LA,47378,7,Less than 50;000
2446,Harnosand,Sweden,Provincial capital,SW,17016,7,Less than 50;000
2447,Shimonoseki,Japan,Other,JA,245786,5,100;000 to 249;999
2448,Gavle,Sweden,Provincial capital,SW,68635,6,50;000 to 99;999
2449,Mandalay,Myanmar,Provincial capital,BM,1208099,2,1;000;000 to 4;999;999
2450,Sagaing,Myanmar,Provincial capital,BM,78739,6,50;000 to 99;999
2451,Turku,Finland,Provincial capital,FI,175945,5,100;000 to 249;999
2452,Taunggyi,Myanmar,Provincial capital,BM,160115,5,100;000 to 249;999
2453,Mariehamn,Finland,Provincial capital,FI,10682,7,Less than 50;000
2454,Uppsala,Sweden,Provincial capital,SW,127734,5,100;000 to 249;999
2455,Chang Rai,Thailand,Provincial capital,TH,78756,6,50;000 to 99;999
2456,Loikaw,Myanmar,Provincial capital,BM,17293,7,Less than 50;000
2457,Nykoping,Sweden,Provincial capital,SW,27582,7,Less than 50;000
2458,Mae Hong Son,Thailand,Provincial capital,TH,9109,7,Less than 50;000
2459,Visby,Sweden,Provincial capital,SW,21970,7,Less than 50;000
2460,Pegu,Myanmar,Provincial capital,BM,244376,5,100;000 to 249;999
2461,Chumphon,Thailand,Provincial capital,TH,55835,6,50;000 to 99;999
2462,Stockholm,Sweden,National and provincial capital,SW,1253309,2,1;000;000 to 4;999;999
2463,Ranong,Thailand,Provincial capital,TH,24561,7,Less than 50;000
2464,Hradec Kralove,Czech Republic,Provincial capital,EZ,95195,6,50;000 to 99;999
2465,Surat Thani,Thailand,Provincial capital,TH,127201,5,100;000 to 249;999
2466,Phangnga,Thailand,Provincial capital,TH,9676,7,Less than 50;000
2467,Prague,Czech Republic,National and provincial capital,EZ,1165581,2,1;000;000 to 4;999;999
2468,Phuket,Thailand,Provincial capital,TH,89072,6,50;000 to 99;999
2469,Banda Aceh,Indonesia,Provincial capital,ID,250757,4,250;000 to 499;999
2470,Brno,Czech Republic,Provincial capital,EZ,369559,4,250;000 to 499;999
2471,Ipoh,Malaysia,Provincial capital,MY,673318,3,500;000 to 999;999
2472,Ceske Budejovice,Czech Republic,Provincial capital,EZ,95245,6,50;000 to 99;999
2473,Medan,Indonesia,Provincial capital,ID,1750971,2,1;000;000 to 4;999;999
2474,Linz,Austria,Provincial capital,AU,181162,5,100;000 to 249;999
2475,Pinang,Malaysia,Provincial capital,MY,178304,5,100;000 to 249;999
2476,Eisenstadt,Austria,Provincial capital,AU,-999,7,Less than 50;000
2477,Nakhon Si Thammarat,Thailand,Provincial capital,TH,120836,5,100;000 to 249;999
2478,Vienna,Austria,National capital and provincial capital enclave,AU,1569316,2,1;000;000 to 4;999;999
2479,Krabi,Thailand,Provincial capital,TH,31219,7,Less than 50;000
2480,Plzen,Czech Republic,Provincial capital,EZ,164180,5,100;000 to 249;999
2481,Phatthalung,Thailand,Provincial capital,TH,43522,7,Less than 50;000
2482,Trang,Thailand,Provincial capital,TH,66713,6,50;000 to 99;999
2483,Munich,Germany,Other,GM,1260391,2,1;000;000 to 4;999;999
2484,Songkhla,Thailand,Provincial capital,TH,-999,7,Less than 50;000
2485,Salzburg,Austria,Provincial capital,AU,150269,5,100;000 to 249;999
2486,Satun,Thailand,Provincial capital,TH,34544,7,Less than 50;000
2487,Innsbruck,Austria,Provincial capital,AU,112467,5,100;000 to 249;999
2488,Kangar,Malaysia,Provincial capital,MY,63869,6,50;000 to 99;999
2489,Alor Setar,Malaysia,Provincial capital,MY,217368,5,100;000 to 249;999
2490,Trieste,Italy,Provincial capital,IT,211184,5,100;000 to 249;999
2491,Venice,Italy,Other,IT,270816,4,250;000 to 499;999
2492,Chittagong,Bangladesh,Provincial capital,BG,3920222,2,1;000;000 to 4;999;999
2493,Magway,Myanmar,Provincial capital,BM,96954,6,50;000 to 99;999
2494,Rijeka,Croatia,Other,HR,141172,5,100;000 to 249;999
2495,Sittwe,Myanmar,Provincial capital,BM,177743,5,100;000 to 249;999
2496,Rangoon,Myanmar,National and provincial capital,BM,4477638,2,1;000;000 to 4;999;999
2497,Szombathely,Hungary,Provincial capital,HU,79534,6,50;000 to 99;999
2498,Graz,Austria,Provincial capital,AU,222326,5,100;000 to 249;999
2499,Pa-an,Myanmar,Provincial capital,BM,-999,7,Less than 50;000
2500,Zalaegerszeg,Hungary,Provincial capital,HU,61898,6,50;000 to 99;999
2501,Bassein,Myanmar,Provincial capital,BM,237089,5,100;000 to 249;999
2502,Klagenfurt,Austria,Provincial capital,AU,90610,6,50;000 to 99;999
2503,Moulmein,Myanmar,Provincial capital,BM,438861,4,250;000 to 499;999
2504,Tavoy,Myanmar,Provincial capital,BM,136783,5,100;000 to 249;999
2505,Ljubljana,Slovenia,National capital,SI,255115,4,250;000 to 499;999
2506,Port Blair,India,Provincial capital,IN,112050,5,100;000 to 249;999
2507,Zagreb,Croatia,National capital,HR,698966,3,500;000 to 999;999
2508,Phayao,Thailand,Provincial capital,TH,21058,7,Less than 50;000
2509,Berlin,Germany,National and provincial capital,GM,3426354,2,1;000;000 to 4;999;999
2510,Potsdam,Germany,Provincial capital,GM,145292,5,100;000 to 249;999
2511,Chiang Mai,Thailand,Provincial capital,TH,200952,5,100;000 to 249;999
2512,Magdeburg,Germany,Provincial capital,GM,229826,5,100;000 to 249;999
2513,Nan,Thailand,Provincial capital,TH,24670,7,Less than 50;000
2514,Lamphun,Thailand,Provincial capital,TH,-999,7,Less than 50;000
2515,Leipzig,Germany,Other,GM,504971,3,500;000 to 999;999
2516,Lampang,Thailand,Provincial capital,TH,156139,5,100;000 to 249;999
2517,Phrae,Thailand,Provincial capital,TH,38538,7,Less than 50;000
2518,Dresden,Germany,Provincial capital,GM,486854,4,250;000 to 499;999
2519,Uttaradit,Thailand,Provincial capital,TH,58313,6,50;000 to 99;999
2520,Schwerin,Germany,Provincial capital,GM,96641,6,50;000 to 99;999
2521,Sukhothai,Thailand,Provincial capital,TH,-999,7,Less than 50;000
2522,Tak,Thailand,Provincial capital,TH,24149,7,Less than 50;000
2523,Hillerod,Denmark,Provincial capital,DA,28313,7,Less than 50;000
2524,Roskilde,Denmark,Provincial capital,DA,44285,7,Less than 50;000
2525,Phetchabun,Thailand,Provincial capital,TH,50656,6,50;000 to 99;999
2526,Uthai Thani,Thailand,Provincial capital,TH,22219,7,Less than 50;000
2527,Malmo,Sweden,Provincial capital,SW,261548,4,250;000 to 499;999
2528,Chainat,Thailand,Provincial capital,TH,15469,7,Less than 50;000
2529,Soro,Denmark,Provincial capital,DA,7167,7,Less than 50;000
2530,Sing Buri,Thailand,Provincial capital,TH,20046,7,Less than 50;000
2531,Nykobing,Denmark,Provincial capital,DA,5596,7,Less than 50;000
2532,Copenhagen,Denmark,National capital and provincial capital enclave,DA,1153615,2,1;000;000 to 4;999;999
2533,Ronne,Denmark,Provincial capital,DA,13890,7,Less than 50;000
2534,Thahanbok Lop Buri,Thailand,Provincial capital,TH,-999,7,Less than 50;000
2535,Karlskrona,Sweden,Provincial capital,SW,32309,7,Less than 50;000
2536,Ang Thong,Thailand,Provincial capital,TH,-999,7,Less than 50;000
2537,Supham Buri,Thailand,Provincial capital,TH,53399,6,50;000 to 99;999
